apartment_,latitude,longitude,place_id,zipcode,website,property_a,map_url,phone,Market_Time,School_Time
Decatur Crossing,33.780052,-84.27759,ChIJUy3mYWYH9YgRhCY91RbAGUU,30030,http://www.decaturcrossingapartments.com/,"100 Grayson Pl, Decatur, GA 30030, USA",https://maps.google.com/?cid=4979222067334162052,(404) 298-1991,28 mins,14 mins
Pines on Scott Apartments,33.785657,-84.302538,ChIJx0uVjRoH9YgRDT2q_bhZIQM,30030,http://rjamesproperties.com/properties/the-pines-on-scott/,"927 Scott Blvd, Decatur, GA 30030, USA",https://maps.google.com/?cid=225560107409882381,(404) 377-8188,12 mins,10 mins
The Clarion Apartments,33.784937,-84.277654,ChIJx2ue4mQH9YgRoVRZKa48-Tw,30030,http://www.theclarionapts.com/,"10 Rimington Ln, Decatur, GA 30030, USA",https://maps.google.com/?cid=4393609630192325793,(404) 508-9360,28 mins,14 mins
Decatur Christian Towers,33.789796,-84.288395,ChIJy4_bVXIH9YgRgUhCVS2N2PM,30030,http://www.christiantowers.com/,"1438 Church St, Decatur, GA 30030, USA",https://maps.google.com/?cid=17570949172029442177,(404) 377-5507,11 mins,21 mins
Candler East Apartments,33.7192,-84.276354,ChIJ4yH9sIQA9YgRjYxitSZ5DTg,30032,http://www.candlereast.com/,"2425 Candler Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=4039017647980055693,(404) 288-2365,29 mins,16 mins
Kenridge Apartment Homes,33.765899,-84.236791,ChIJ6-VLQ5qp9YgRqLd_dXWUUoU,30032,http://harvest-properties.com/property/kenridge-apartments/,"3893 Kensington Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=9606904187338078120,(404) 296-5096,21 mins,25 mins
Windrush Apartments,33.768112,-84.237286,ChIJ6YhRHpqp9YgRZaheguNZqvc,30032,http://www.windrushaptsdecatur.com/,"3841 Kensington Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=17846175307088701541,(404) 296-1613,21 mins,25 mins
Spring Valley Apartments- Atlanta,33.718347,-84.27215,ChIJ9W_q5IIA9YgRGXl7SzmYAKo,30032,http://www.springvalleyatlanta.com/,"2823 Misty Waters Dr, Decatur, GA 30032, USA",https://maps.google.com/?cid=12249958358294690073,(404) 288-6620,29 mins,16 mins
Midway Manor Apartments,33.763895,-84.253521,ChIJawGa8O2p9YgRudHk1H_URzY,30032, ,"3626 Midway Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=3911328446892265913,(404) 284-9605,22 mins,20 mins
Redan Cove Apartments,33.760177,-84.236952,ChIJaX1HTISp9YgRkZn33Z2aGvI,30032,http://rjamesproperties.com/properties/redan-cove/,"3737 Redan Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=17445426109397571985,(404) 289-7618,21 mins,25 mins
Laurel Mill Apartments,33.710827,-84.29108,ChIJc6fHSvUA9YgRLFGdwM8T2NM,30032, ,"2566 Whites Mill Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=15264972719982989612,(404) 241-6290,27 mins,11 mins
Royal Manor,33.762702,-84.258737,ChIJF1snEfCp9YgRn12OmCRDMMo,30032, ,"3900 Memorial Dr, Decatur, GA 30032, USA",https://maps.google.com/?cid=14569218619000905119,(404) 289-8307,22 mins,20 mins
Wynhollow Apartments,33.734215,-84.232548,ChIJF8I7-jOq9YgRjgmYYcYTfBE,30032,https://www.facebook.com/wynhollow?fref=nf,"3859 Austin Cir, Decatur, GA 30032, USA",https://maps.google.com/?cid=1259903738518702478,(404) 600-8720,22 mins,7 mins
Waterford Manor Apartments,33.755159,-84.238959,ChIJGRg2kYip9YgRtwLIs7zxvAU,30032,http://www.waterfordmanor.net/,"4015 Covington Hwy, Decatur, GA 30032, USA",https://maps.google.com/?cid=413471058583618231,(404) 288-1743,6 mins,3 mins
Valley Bridge Apartments,33.736767,-84.256948,ChIJiU_cnRGq9YgRw-RRf4jLT2Y,30032, ,"3937 Glenwood Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=7372334902140855491,(404) 284-8390,3 mins,13 mins
Maple Walk Apartments,33.760781,-84.255576,ChIJK44PoPGp9YgRaR05igb0h04,30032, ,"1160 Maple Walk Cir, Decatur, GA 30032, USA",https://maps.google.com/?cid=5658759765740297577,(404) 566-9211,22 mins,20 mins
Columbia Candler Forest,33.727087,-84.281501,ChIJmVkaQpcA9YgRhlIlB8xPvSQ,30032,http://www.columbiares.com/property/candler-forrest-apartments,"2145 Candler Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=2647359893675528838,(678) 904-3174,29 mins,15 mins
The Woodridge Apartment Homes,33.711728,-84.292135,ChIJoQRIL_UA9YgR-wDhAi5USQo,30032,http://www.thewoodridge.com/,"2567 Whites Mill Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=741216170272686331,(404) 212-9721,27 mins,11 mins
Whispering Pines Apartments,33.717914,-84.276599,ChIJPVq7WIQA9YgRwzGJ4qWvKb4,30032,http://www.whispering-pines-apartments.com/,"2784 Kelly Lake Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=13702676468256551363,(404) 244-6352,29 mins,16 mins
Peachcrest Gardens,33.739046,-84.250435,ChIJxUEYNBaq9YgRMfl-zEnGAjQ,30032, ,"4100 Glenwood Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=3747775860191459633,(404) 288-4074,3 mins,13 mins
Rainbow Forest Apartments,33.706982,-84.26423,ChIJyfqen4Cq9YgRKKTtlgKVQAk,30032,http://www.rainbowforestapts.com/,"3100 Rainbow Forest Cir, Decatur, GA 30034, USA",https://maps.google.com/?cid=666696583205463080,(404) 243-0646,5 mins,17 mins
Columbia Place Apartments,33.739351,-84.254639,ChIJyQ_tzhCq9YgR1iwV9g0hC8s,30032, ,"1776 S Columbia Pl, Decatur, GA 30032, USA",https://maps.google.com/?cid=14630824158290062550,(404) 288-9461,3 mins,13 mins
Oak Tree Villas,33.768929,-84.247133,ChIJz0PsnJSp9YgRmKa6_4kxzug,30032,http://www.oaktreevillas.com/,"3465 Kensington Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=16775400130772379288,(404) 692-7469,22 mins,20 mins
The Park on Candler Apartment Homes,33.714004,-84.277724,ChIJzQKffYYA9YgRM4WaW93hsTw,30032,http://www.theparkoncandlerapartments.com/,"2571 Candler Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=4373525053994337587,(404) 243-1100,27 mins,11 mins
Park Summit Apartments,33.793542,-84.279623,ChIJ1w6V2nkH9YgRfoyeut2NnnM,30033,http://www.parksummitapts.com/,"2778 N Decatur Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=8331252344140237950,(404) 508-1117,11 mins,21 mins
Williamsburg,33.80847,-84.3029,ChIJ7Zcclq8H9YgRXBNEXSD5W4k,30033,http://www.rentatwilliamsburg.com/,"1060 N Jamestown Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=9897778523475809116,(888) 884-8728,54 mins,27 mins
Five Oaks Apartments,33.819999,-84.249528,ChIJ89lsRhWo9YgR1WXZIWMvsvo,30033,http://fiveoaksapts.com/,"1200 Montreal Rd E, Tucker, GA 30084, USA",https://maps.google.com/?cid=18064553158152644053,(770) 938-2055,17 mins,26 mins
Bch Grove Apartments,33.809163,-84.266175,ChIJbbApdyio9YgRDbu_pwV5Ooc,30033, ,"3073 Cedar Creek Pkwy, Decatur, GA 30033, USA",https://maps.google.com/?cid=9744233808965647117,(404) 292-2511,26 mins,15 mins
Woodland Hills Apartment Homes,33.809046,-84.292149,ChIJD_T9DpgH9YgRdHDgyLLY9zM,30033,http://www.liveatwoodlandhills.com/,"3471 N Druid Hills Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=3744699877567787124,(404) 634-9462,26 mins,45 mins
Shamrock Place Apartments,33.81519,-84.27094,ChIJf2yMEIoH9YgR7r85CHaUjpY,30033,http://www.nelkinrealestate.com/shamrockplace.php,"2312 Lawrenceville Hwy, Decatur, GA 30033, USA",https://maps.google.com/?cid=10848771787047157742,(404) 636-7119,48 mins,10 mins
The Orleans of Decatur Apartments,33.795909,-84.27964,ChIJn-ghT3gH9YgRQKq0GL07JH4,30033,http://www.orleanswmp.com/,"2676 Reserve Ct, Decatur, GA 30033, USA",https://maps.google.com/?cid=9089455631289854528,(404) 292-0224,11 mins,21 mins
Gateway at Cedar Brook,33.796309,-84.265325,ChIJnZZRu9Sp9YgRItEbYRwj39Q,30033,http://www.mygatewayapts.com/,"3117 Cedar Brook Dr, Decatur, GA 30033, USA",https://maps.google.com/?cid=15339017460642468130,(404) 292-1931,15 mins,1 min
Clairmont Crest Beautyshop,33.808519,-84.308894,ChIJPwNYuq0H9YgRb8pixsQ3RdE,30033, ,"1861 Clairmont Rd, Decatur, GA 30033, USA",https://maps.google.com/?cid=15079520245601454703,(404) 329-1857,54 mins,27 mins
Valley Place Apartments,33.807425,-84.265947,ChIJrXBoviio9YgRE347JP3qHF4,30033,http://www.krcvista.com/,"3324 Valley Brook Pl, Decatur, GA 30033, USA",https://maps.google.com/?cid=6781553511868628499,(404) 296-0548,26 mins,15 mins
Carriage Place Apartments,33.798086,-84.277238,ChIJt4E28ngH9YgRJ2LeI5b8fYg,30033,http://www.carriageplaceliving.com/,"401 Carriage Pl Ct, Decatur, GA 30033, USA",https://maps.google.com/?cid=9835294883024101927, ,15 mins,1 min
Paces Park Apartments,33.795196,-84.276514,ChIJV-GI4ngH9YgR7zedQikuyLg,30033,http://www.pacesparkwmp.com/,"100 Paces Park Dr, Decatur, GA 30033, USA",https://maps.google.com/?cid=13314943053067007983,(404) 294-1616,15 mins,1 min
Misty Creek Apartments,33.810694,-84.260254,ChIJXzqoLCWo9YgRv4f5If_oT-E,30033,http://rjamesproperties.com/mistycreek,"3145 Misty Creek Dr, Decatur, GA 30033, USA",https://maps.google.com/?cid=16235451364178233279,(404) 299-3015,26 mins,25 mins
Valley Brook Crossing Apartments,33.800983,-84.264127,ChIJyzU0cCyo9YgRTqcvkkABtW4,30033, ,"777 Valleybrook Xing, Decatur, GA 30033, USA",https://maps.google.com/?cid=7977283691798832974,(404) 299-9305,15 mins,1 min
Creekside Vista,33.701357,-84.261764,ChIJ49vEyoWq9YgRGSkkj02BzgY,30034,http://www.creeksidevistaapartments.com/,"3100 Lumby Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=490471579543939353,(404) 212-9669,11 mins,29 mins
Pine Village East,33.702776,-84.271293,ChIJ74fuqHgA9YgR2ACJfAsur4Q,30034,http://www.pinevillageeast.com/,"2889 Panthersville Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=9560911160799723736,(404) 243-3828,11 mins,29 mins
Parkway Grand Apartment Homes,33.67787,-84.233274,ChIJa6STnSMH9YgRwgOpjJSQPUU,30034,http://www.parkwaygrand.com/,"100 Woodberry Pl, Decatur, GA 30034, USA",https://maps.google.com/?cid=4989302929885823938,(770) 987-8830,10 mins,5 mins
Edgewater Vista Apartments,33.700364,-84.261004,ChIJadgm7oWq9YgRABV6tBaZcyE,30034,http://www.ewvapts.com/,"3110 Lumby Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=2410438548369577216,(404) 241-3947,11 mins,29 mins
Orchard Walk Apartments,33.69696,-84.26175,ChIJFa7Uypqq9YgRmukoCJ-KNRo,30034,http://orchardwalkapts.com/,"3800 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=1888568034393123226,(404) 243-8585,11 mins,29 mins
Thornberry Apartments,33.694379,-84.293752,ChIJGbQZOUIA9YgRs9dfSJer0Qk,30034, ,"2435 Aylesbury Loop, Decatur, GA 30034, USA",https://maps.google.com/?cid=707535282716530611,(404) 212-0310,30 mins,18 mins
Snapwoods Apartments,33.709401,-84.204467,ChIJHeKa456r9YgR1wwtRMy__HI,30034,http://www.cflane.com/id/757/snapwoods-apartments-decatur-ga-30035,"4521 Snapfinger Woods Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=8285708298492906711,(770) 987-2775,21 mins,36 mins
Aspen Woods,33.702767,-84.276323,ChIJi3vE83sA9YgRxNR08_wln74,30034,http://aspenwoods.smpmgt.com/,"3379 Flat Shoals Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=13735739156849808580,(404) 241-2472,11 mins,29 mins
Forest At Columbia,33.714818,-84.254429,ChIJjeoI8Waq9YgR-Q4Mr3jWaiE,30034, ,"2505 Columbia Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=2407972764604174073,(404) 289-9661,28 mins,11 mins
Serenade Apartments,33.696677,-84.267125,ChIJKboj15yq9YgRgH03djynPxQ,30034,http://www.serenadeapartments.com/,"3859 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=1459068682414554496,(404) 243-1440,11 mins,29 mins
Wellington Court,33.69803,-84.262171,ChIJM-QEOYWq9YgR9kTgczjh6dk,30034, ,"3760 Flat Shoals Pkwy, Decatur, GA 30034, USA",https://maps.google.com/?cid=15702329208382440694,(404) 241-0178,11 mins,29 mins
Crystal Point Apartments,33.693446,-84.256285,ChIJp-v_dJGq9YgRm9umWDk5D7k,30034, ,"Peppertree Cir, Decatur, GA 30034, USA",https://maps.google.com/?cid=13334939940130577307,(404) 243-9095,21 mins,2 mins
The Village at Wesley Chapel Apartments,33.708928,-84.21189,ChIJpzUb_aar9YgRfDmreg5swfY,30034,http://www.jamcoproperties.com/contact_leasing/22/The-Village-at-Wesley-Chapel-Apartments,"4336 Pleasant Point Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=17780611613278812540,(888) 656-0332,15 mins,6 mins
Highland Club,33.711902,-84.291653,ChIJxejRMPQA9YgRA73Qq7psSf0,30034, ,"2567 Whites Mill Rd, Decatur, GA 30034, USA",https://maps.google.com/?cid=18251238513897946371,(404) 212-9723,27 mins,11 mins
Creekside Forrest,33.713516,-84.264612,ChIJYTruAXyq9YgR44JjT0ICAkU,30034, ,"3000 Ember Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=4972539422393467619,(404) 244-6114,5 mins,17 mins
Retreat At Madison Place LLC,33.750126,-84.229642,ChIJ4wfekyqq9YgRQ95J9dnENVU,30035, ,"3907 Redwing Cir, Decatur, GA 30035, USA",https://maps.google.com/?cid=6140030107391745603,(404) 289-8393,6 mins,3 mins
Villas of Friendly Heights,33.70957,-84.202256,ChIJAQAAAJSr9YgRAWUFouGmORU,30035, ,"1300 Friendly Heights Blvd, Decatur, GA 30035, USA",https://maps.google.com/?cid=1529437036485108993,(770) 322-8700,21 mins,36 mins
Redan Village,33.760811,-84.233249,ChIJB7Zt3ISp9YgR6QsN_iMncuM,30035,http://rjamesproperties.com/properties/redan-village-apartments/,"3829 Redan Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=16389205029494262761,(404) 289-5638,21 mins,25 mins
Hidden Woods,33.734021,-84.226792,ChIJeaBOX8ur9YgRt063AJRafvQ,30035, ,"4655 Glenwood Rd, Decatur, GA 30035, USA",https://maps.google.com/?cid=17617618384033631927,(678) 927-9487,34 mins,15 mins
Covington Glen Apartments,33.726811,-84.179385,ChIJF8fVOHOs9YgRo_NlQrsUHNQ,30035,http://www.southwoodrealty.com/covingtonglen.htm,"5816 Covington Hwy, Decatur, GA 30035, USA",https://maps.google.com/?cid=15284114029894038435,(770) 593-4958,17 mins,13 mins
Colony Ridge Apartments,33.737563,-84.242057,ChIJgWUsoTuq9YgRXyvazKBa3Mw,30035, ,"4373 Glenwood Rd, Decatur, GA 30032, USA",https://maps.google.com/?cid=14761773325291760479,(404) 549-6581,22 mins,7 mins
Valleyfield Apartments,33.729653,-84.193534,ChIJIRQgAvOr9YgR1ct0V7BCAEU,30035,http://rjamesproperties.com/properties/valley-field-apartments/,"5421 Covington Hwy, Decatur, GA 30035, USA",https://maps.google.com/?cid=4972047313765977045,(770) 981-9369,17 mins,13 mins
East Perimeter Pointe Apartments,33.711655,-84.187954,ChIJj7qsJoer9YgR0CBB1g0txeg,30035,http://www.eastperimeterpointe.com/,"4946 Snapfinger Woods Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=16772861924663697616,(844) 333-3661,42 mins,20 mins
The Cedars of Chalet,33.710443,-84.18969,ChIJK4SiyoOr9YgRMMjLVN5uRq0,30035, ,"2 Shell Bark Rd, Decatur, GA 30035, USA",https://maps.google.com/?cid=12485788918115715120,(770) 987-9495,42 mins,20 mins
Chapel Run Apartments,33.711649,-84.205861,ChIJMevdr5ir9YgRPUGFTgS1E8Q,30035,http://www.chapelrunapartments.com/,"4522 Snapfinger Woods Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=14128835486093230397,(770) 808-5777,21 mins,36 mins
Wesley Club Apartments,33.709889,-84.21984,ChIJNy6_4air9YgR5IM9wH-L0wY,30035,http://www.wesleyclubapts.com/,"4103 Wesley Club Dr, Decatur, GA 30034, USA",https://maps.google.com/?cid=491890165115880420,(404) 284-4660,15 mins,6 mins
Crestview Apartment,33.715433,-84.19119,ChIJr9j5_IWr9YgRFCiOCzIopEg,30035, ,"6907 Treecrest Pkwy, Decatur, GA 30035, USA",https://maps.google.com/?cid=5234352862318700564,(770) 987-7576,42 mins,20 mins
Heritage Reserve Apartments,33.709868,-84.190933,ChIJsW-etYar9YgR3JQEEeoA1S4,30035,http://www.heritagereserveapts.com/,"10 Creste Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=3374604501091914972,(770) 593-0492,42 mins,20 mins
Friendly Hills Apartments,33.712183,-84.204592,ChIJWX-jz56r9YgRQI_5LPpYaBQ,30035,http://www.friendlyhillsga.com/,"10 Friendly Hills Dr, Decatur, GA 30035, USA",https://maps.google.com/?cid=1470523109856087872,(770) 981-0256,21 mins,36 mins
KRC Ridge,33.743065,-84.221324,ChIJYau3ctGr9YgRO2WfwdedTRc,30035,http://www.krcridge.com/,"4565 Covington Hwy, Decatur, GA 30035, USA",https://maps.google.com/?cid=1679171786071041339,(404) 289-5380,34 mins,15 mins
Autumn Cove,33.707141,-84.137999,ChIJ_VYXWqmt9YgRQbwN72OSrxk,30038, ,"6200 Hillandale Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=1850858929782635585,(770) 981-5460,38 mins,22 mins
Creekside Corners,33.696858,-84.171619,ChIJ1Rej8o6s9YgR7RvxImNzfsY,30038,http://hpicreeksidecorners.com/,"5301 W Fairington Pkwy, Lithonia, GA 30038, USA",https://maps.google.com/?cid=14302996336200457197,(770) 323-2265,15 mins,26 mins
37 Treeview Apartment,33.696244,-84.157344,ChIJ2VoUGPGs9YgRLfmx5k-i_8I,30038,http://www.37treeview.com/contact_us/,"37 Tree View Dr, Lithonia, GA 30038, USA",https://maps.google.com/?cid=14051127826475776301,(770) 981-6020,22 mins,18 mins
Walden Brook Apartments,33.702751,-84.159661,ChIJ33i_PPas9YgR0bD8zLjRmuU,30038,http://www.waldenbrookapts.com/,"100 Walden Brook Dr, Lithonia, GA 30038, USA",https://maps.google.com/?cid=16544766772742238417,(866) 591-9967,22 mins,18 mins
Lexington On the Green,33.705506,-84.151376,ChIJ38NHq1es9YgR5haGeEbD9kU,30038,http://www.lexingtononthegreen.net/,"5850 Hillandale Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=5041431540325029606,(770) 808-1181,32 mins,19 mins
The Retreat at Stonecrest,33.703945,-84.110756,ChIJ4Wdo3oKt9YgRWP15w0mHl6c,30038,http://www.retreatatstonecrestapts.com/,"40 Amanda Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=12076269676699188568,(770) 482-3887,10 mins,13 mins
Chelsea Place Apartments,33.717531,-84.112315,ChIJ8XPA3pGt9YgR9Y9VqDal6N4,30038,http://www.livewellchelseaplace.com/chelsea-place-lithonia-ga,"2361 Parc Chateau Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=16062269725187870709,(770) 482-2530,34 mins,21 mins
Ashley Vista Apartments,33.708272,-84.145822,ChIJ9w7_U6ut9YgRBxfkyYnhPgI,30038,http://www.ashleyvista.com/,"100 Camellia Ln, Lithonia, GA 30058, USA",https://maps.google.com/?cid=161814618545854215,(770) 766-7972,32 mins,19 mins
THE HILLS AT FAIRINGTON,33.697851,-84.145042,ChIJfaPqbf6s9YgRTOTOHwMXArg,30038,https://www.mercyhousing.org/GA-Hills-At-Fairington,"5959 Fairington Rd, Lithonia, GA 30038, USA",https://maps.google.com/?cid=13259185555118154828,(770) 981-8233,22 mins,18 mins
Highland Greens Apartments,33.700546,-84.160405,ChIJiVocNfSs9YgRukeg2tVdFXw,30038, ,"421 Meadowood Dr, Lithonia, GA 30038, USA",https://maps.google.com/?cid=8941155808291342266,(770) 981-5452,22 mins,18 mins
Wesley Providence Apartments,33.694646,-84.105819,ChIJJWhZhY-y9YgRnIdLcvwVpO0,30038,http://www.wesleyprovidence.com/,"100 Wesley Kensington Cir, Lithonia, GA 30038, USA",https://maps.google.com/?cid=17123835857162962844,(678) 274-6421,24 mins,30 mins
Wesley Stonecrest Apartments,33.682951,-84.096304,ChIJJWhZhY-y9YgRr3edyRXAYOY,30038,http://www.wesleystonecrest.com/,"100 Wesley Stonecrest Cir, Lithonia, GA 30038, USA",https://maps.google.com/?cid=16600479426297034671,(678) 274-6945,53 mins,48 mins
Windwood forest Apartments,33.708193,-84.136499,ChIJs3qhxa6t9YgRPivmGWr_brE,30038, ,"6250 Hillandale Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=12785437223317547838,(770) 981-8803,38 mins,22 mins
Cambridge Heights,33.707895,-84.140433,ChIJs9jCe6yt9YgRJatJdMYPUj4,30038,http://www.liveatcambridgeheights.com/,"6136 Hillandale Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=4490669123470732069,(770) 981-6323,38 mins,22 mins
The Oaks at Stonecrest,33.704912,-84.117158,ChIJu8Q6nZ6t9YgR2nJTQ57Mopg,30038, ,"2795 Evans Mill Rd, Lithonia, GA 30058, USA",https://maps.google.com/?cid=10998578220098613978,(770) 482-1429,18 mins,5 mins
Devon Place,33.700304,-84.159458,ChIJv_KQNPSs9YgR5u6cToogCFE,30038,http://www.devonplaceapartments.com/,"421 Meadowood Dr, Lithonia, GA 30038, USA",https://maps.google.com/?cid=5838952695282331366, ,22 mins,18 mins
Harvard Place Apartments,33.705753,-84.135514,ChIJW4RVHamt9YgRq1BuNrvve74,30038,http://www.harvardplaceatlapts.com/,"6256 Hillandale Dr, Lithonia, GA 30058, USA",https://maps.google.com/?cid=13725827876692840619,(855) 980-6013,38 mins,22 mins
Creekside Crossing Apartment Homes,33.696234,-84.17465,ChIJW7P-eo-s9YgRWAgS3L0rDm4,30038,http://www.creeksidecrossingapts.com/,"G & E Apartment Reit Creekside, 100 Cavalier Crossing, Lithonia, GA 30038, USA",https://maps.google.com/?cid=7930324088287004760,(770) 808-0860,15 mins,26 mins
Wesley Kensington Apartment Homes,33.68003,-84.09935,ChIJY1VVVSWt9YgRe1AFJFy4i4E,30038,http://www.wesleykensington.com/,"100 Wesley Kensington Cir, Lithonia, GA 30038, USA",https://maps.google.com/?cid=9334757358536315003,(770) 783-3503,53 mins,48 mins
The Columns at Killian Hill,33.834653,-84.063852,ChIJFfZShIG69YgR6yUwlemCfIQ,30039,http://www.columnsapartments.com/apartments/ga/snellville/the-columns-at-killian-hill/index.aspx?p=1,"2300 Country Walk, Snellville, GA 30039, USA",https://maps.google.com/?cid=9546649249860560363,(770) 982-0098,1 hour 50 mins,47 mins
Green Leaf at Killian Hill Apartments,33.835651,-84.066882,ChIJt8csqHiw9YgRRd01X_uqHDs,30039, ,"1501 Wiloaks Dr, Snellville, GA 30039, USA",https://maps.google.com/?cid=4259467344196525381, ,1 hour 50 mins,47 mins
